name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Dakshina Kannada,2021-06-11,86,73.4,79.8,97.2,73.4,84,74.4,84.2,0.406,100,8.33,rain,0,0,21.5,13.9,195.2,1007.3,86.5,3.7,141.4,12.2,6,,2021-06-11T06:02:36,2021-06-11T18:54:49,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-06-12,82.4,73.4,77.3,89.5,73.4,78.3,73.6,88.5,1.72,100,16.67,rain,0,0,26.2,17.2,269.5,1008,89.3,2.7,69,6.2,4,,2021-06-12T06:02:44,2021-06-12T18:55:06,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-06-13,78.8,72.9,74.6,78.8,72.9,74.6,72.5,93.3,2.402,100,25,rain,0,0,21.7,9.2,52.8,1007.8,97,2.3,51.6,4.6,2,,2021-06-13T06:02:53,2021-06-13T18:55:22,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-06-14,77,73.4,75.3,77,73.4,75.3,73.2,93.1,3.976,100,29.17,rain,0,0,30.4,13.9,270,1007.2,97.2,2.1,43.7,3.6,2,,2021-06-14T06:03:02,2021-06-14T18:55:38,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-06-15,82.7,73.4,78.1,91.1,73.4,80.2,74.6,89.4,1.299,100,20.83,rain,0,0,30.4,12.8,235.3,1005.8,99.8,2.3,115.9,10.1,5,,2021-06-15T06:03:11,2021-06-15T18:55:53,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-06-16,82.7,77,80.1,92.8,77,84.5,75.6,86.2,0.629,100,16.67,rain,0,0,32.4,23,224.3,1006.7,94.8,2.7,95,8.4,4,,2021-06-16T06:03:22,2021-06-16T18:56:09,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-06-17,84.3,77,80.8,96.1,77,86,75.6,84.3,0.59,100,8.33,rain,0,0,30.4,23,225.3,1007.7,91,2.9,133.7,11.5,5,,2021-06-17T06:03:32,2021-06-17T18:56:23,0.24,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-06-18,86,77,81.3,97.2,77,86.4,75.4,82.5,0.552,100,16.67,rain,0,0,30,18.3,219.1,1008.9,85.5,3.2,148.2,12.7,5,,2021-06-18T06:03:44,2021-06-18T18:56:38,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-06-19,82.4,73.4,76.4,90.9,73.4,77.1,72.7,88.3,2.914,100,20.83,rain,0,0,28.9,19.7,220.9,1010.6,94.9,2.6,93.3,8.1,5,,2021-06-19T06:03:56,2021-06-19T18:56:52,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-06-20,82.4,71.9,76.5,90.9,71.9,77.4,73.5,90.6,1.377,100,25,rain,0,0,24.6,6.9,354.2,1011,94.4,2.7,146.8,12.6,6,,2021-06-20T06:04:08,2021-06-20T18:57:05,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-06-21,84.3,75.2,76.9,92.6,75.2,77.8,74.2,91.6,1.378,100,12.5,rain,0,0,19.2,11.4,236.2,1010.3,90.2,2.5,140.8,12.1,5,,2021-06-21T06:04:21,2021-06-21T18:57:19,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-06-22,86,74.8,79.6,97.2,74.8,84,74.6,85,0.004,100,4.17,rain,0,0,21.9,10.3,278.3,1009.1,77.1,3.3,223.4,19.1,9,,2021-06-22T06:04:34,2021-06-22T18:57:31,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-06-23,87.8,75.2,81.1,99.9,75.2,86.5,75.7,84.2,1.732,100,4.17,rain,0,0,19,10.3,288.6,1008.6,71,3.4,190.5,16.3,7,,2021-06-23T06:04:48,2021-06-23T18:57:43,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-06-24,86,75.2,80.8,95.2,75.2,84.9,74.7,82.3,0.008,100,4.17,rain,0,0,20.6,8.1,269.3,1009.6,58.5,3.1,231.1,19.9,8,,2021-06-24T06:05:02,2021-06-24T18:57:55,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-06-25,87.8,76.8,81.1,97.8,76.8,85.8,74.7,81.6,0.138,100,8.33,rain,0,0,22.4,9.2,273.5,1008.7,59.4,3.5,252.9,21.9,8,,2021-06-25T06:05:16,2021-06-25T18:58:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-06-26,82.7,73.4,76.7,88.8,73.4,77.4,72.7,87.6,0.918,100,20.83,rain,0,0,22.4,12.8,331,1008.5,88.4,2.9,183.3,15.7,6,,2021-06-26T06:05:31,2021-06-26T18:58:16,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-06-27,84,73.4,78,89.5,73.4,80.3,73.1,85.3,0.276,100,12.5,rain,0,0,14.3,8.1,286.4,1009.1,82.5,3.3,92,7.9,3,,2021-06-27T06:05:46,2021-06-27T18:58:26,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-06-28,86,75.2,79.7,93.5,75.2,82.7,73.6,82.6,0.004,100,4.17,rain,0,0,18.6,9.2,275.3,1008.4,75.3,3.5,208.2,17.9,8,,2021-06-28T06:06:01,2021-06-28T18:58:35,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-06-29,87,71.7,80.2,97.3,71.7,84.3,73.3,80.3,0.008,100,8.33,rain,0,0,18.6,9.2,266.2,1007.9,51.1,3.6,273.9,23.7,9,,2021-06-29T06:06:16,2021-06-29T18:58:43,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOML,43260099999,43284099999,43287099999,remote,43285099999"
Dakshina Kannada,2021-06-30,89.6,76.8,82.5,98.2,76.8,88.2,75,78.9,0.008,100,4.17,rain,0,0,18.3,9.2,287.6,1007.8,40.4,4,247.8,21.4,8,,2021-06-30T06:06:32,2021-06-30T18:58:51,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOML,43260099999,43284099999,remote,43285099999"
Dakshina Kannada,2021-07-01,87.8,77,81.1,97.8,77,85.2,75.3,83.1,0.039,100,4.17,rain,0,0,18.8,9.2,304.7,1006.8,71.7,3.5,201.2,17.2,7,,2021-07-01T06:06:48,2021-07-01T18:58:58,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-07-02,87.4,75.2,79.5,96.9,75.2,82.5,74,83.9,1.133,100,8.33,rain,0,0,15.7,6.9,250.2,1007.9,92.1,3.6,173.2,14.9,6,,2021-07-02T06:07:04,2021-07-02T18:59:05,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-07-03,82.7,75.2,77.9,89.6,75.2,79.4,73.7,87.3,0,0,0,,0,0,17.2,9.2,328.7,1008.4,87.1,3.6,139.5,12,6,,2021-07-03T06:07:20,2021-07-03T18:59:11,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-07-04,87.8,73.4,80.8,97.8,73.4,84.8,73.8,80.4,0.028,100,4.17,rain,0,0,20.1,8.1,313,1008.3,72.4,4.1,192.5,16.5,7,,2021-07-04T06:07:37,2021-07-04T18:59:15,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOML,43260099999,43284099999,remote,43285099999"
Dakshina Kannada,2021-07-05,83.1,77,79.6,89.5,77,81.7,74,83.6,0,0,0,,0,0,17.2,11.4,323,1007.9,69.6,4.1,152.6,13.2,5,,2021-07-05T06:07:53,2021-07-05T18:59:20,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-07-06,86,75.2,80.5,95.2,75.2,84.4,74.7,83,0.157,100,4.17,rain,0,0,16.8,9.2,286.3,1006.3,62.2,4,210.8,18.2,8,,2021-07-06T06:08:10,2021-07-06T18:59:23,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOML,43260099999,43284099999,remote,43285099999"
Dakshina Kannada,2021-07-07,84.8,77,79.8,93.2,77,83,75.3,86.3,0.866,100,8.33,rain,0,0,13,5.8,292.7,1006.8,82.5,3.2,146.9,12.7,6,,2021-07-07T06:08:27,2021-07-07T18:59:26,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOML,43260099999,43284099999,remote,43285099999"
Dakshina Kannada,2021-07-08,83.9,73.4,78.8,91.8,73.4,82.1,74.9,87.9,1.291,100,12.5,rain,0,0,17.4,6.9,264.7,1007.2,92.7,3.2,150.8,13,6,,2021-07-08T06:08:43,2021-07-08T18:59:28,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOML,43257099999,43260099999,43284099999,43287099999,remote,43285099999"
Dakshina Kannada,2021-07-09,78.8,73.5,76.7,78.8,73.5,76.7,74.2,92.2,3.158,100,20.83,rain,0,0,16.8,5.8,262.4,1005.7,97.7,2.1,66.4,5.5,3,,2021-07-09T06:09:00,2021-07-09T18:59:29,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOML,43260099999,43284099999,43287099999,remote,43285099999"
Dakshina Kannada,2021-07-10,82.4,73.4,76.1,88.3,73.4,76.6,73,90.2,2.086,100,16.67,rain,0,0,28.9,16.1,257.6,1005.6,92.9,3,29.6,2.6,1,,2021-07-10T06:09:17,2021-07-10T18:59:29,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOML,43260099999,43284099999,remote,43285099999"
Dakshina Kannada,2021-07-11,80.6,72.4,74.8,85.3,72.4,75,72,91.2,2.834,100,20.83,rain,0,0,28.4,15,279.1,1006.4,97.9,2.2,78.9,6.8,4,,2021-07-11T06:09:34,2021-07-11T18:59:28,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOML,43260099999,43284099999,remote,43285099999"
Dakshina Kannada,2021-07-12,80.6,73.4,75.9,86.2,73.4,76.4,73,90.6,2.284,100,25,rain,0,0,26.2,9.2,327.8,1005.8,96.9,2.3,58,5.1,2,,2021-07-12T06:09:50,2021-07-12T18:59:27,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43287099999,remote,43285099999"
Dakshina Kannada,2021-07-13,82,73.4,75.8,91.3,73.4,76.2,73.5,92.5,2.046,100,20.83,rain,0,0,31.5,9.2,287.7,1006,100,2.2,105.2,9.1,4,,2021-07-13T06:10:07,2021-07-13T18:59:24,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43284099999,remote,43285099999"
Dakshina Kannada,2021-07-14,82.4,75.2,77.6,90.9,75.2,78.9,74.4,90,2.205,100,16.67,rain,0,0,33.3,21.9,286.3,1006,95.9,2.5,63.7,5.6,3,,2021-07-14T06:10:23,2021-07-14T18:59:21,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-07-15,78.9,73.4,75.5,78.9,73.4,75.5,73.7,94.2,4.489,100,29.17,rain,0,0,26.4,8.1,293.9,1005.7,97.5,1.9,46.3,4,2,,2021-07-15T06:10:40,2021-07-15T18:59:17,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-07-16,78.8,73.4,76.4,78.8,73.4,76.4,74.2,93,1.574,100,20.83,rain,0,0,26.6,6.9,307.4,1007.8,96.5,2.2,54.2,4.6,2,,2021-07-16T06:10:56,2021-07-16T18:59:12,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-07-17,82.4,73.4,75.9,88.3,73.4,76.4,73,90.9,1.062,100,12.5,rain,0,0,27.7,16.1,303.8,1008.4,96,2.2,53.1,4.8,2,,2021-07-17T06:11:12,2021-07-17T18:59:06,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOML,43260099999,43284099999,remote,43285099999"
Dakshina Kannada,2021-07-18,77,71.9,74.7,77,71.9,74.7,72.7,93.7,2.717,100,20.83,rain,0,0,22.6,10.3,305.3,1008.2,99.1,1.8,41.1,3.6,2,,2021-07-18T06:11:28,2021-07-18T18:59:00,0.29,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-07-19,80.7,73.7,76.9,86.4,73.7,77.3,73.7,90.2,0.787,100,20.83,rain,0,0,21.7,10.3,281.1,1008.3,92.2,2.7,67.8,5.7,3,,2021-07-19T06:11:43,2021-07-19T18:58:52,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43287099999,remote,43285099999"
Dakshina Kannada,2021-07-20,84.2,75.2,78.5,94.2,75.2,80.8,74.6,88,0.354,100,8.33,rain,0,0,29.8,10.3,268.4,1010.1,87.6,2.9,141.5,12.3,6,,2021-07-20T06:11:59,2021-07-20T18:58:44,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-07-21,82.4,75.2,78.4,90.9,75.2,79.8,75.4,90.5,0.905,100,16.67,rain,0,0,32.4,11.4,271.9,1009.3,93.8,2.7,113.6,9.7,4,,2021-07-21T06:12:14,2021-07-21T18:58:34,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-07-22,80.6,76.8,79,87.1,76.8,80.5,75.8,90.2,0.157,100,8.33,rain,0,0,34.2,9.2,264.7,1006.8,93.1,2.7,47.7,4.1,2,,2021-07-22T06:12:29,2021-07-22T18:58:24,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-07-23,82.5,77,79.8,91.1,77,83.1,76.5,89.7,0.197,100,8.33,rain,0,0,30.9,16.1,262,1005.6,83.1,3.1,62.4,5.3,4,,2021-07-23T06:12:44,2021-07-23T18:58:13,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-07-24,82.4,77,78.8,89.7,77,80.1,75.8,90.8,1.063,100,8.33,rain,0,0,26.4,10.3,274.7,1006.9,83.9,3.1,109.8,9.6,5,,2021-07-24T06:12:59,2021-07-24T18:58:01,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-07-25,84.3,77,79.3,94.2,77,82,75.8,89.3,0.59,100,12.5,rain,0,0,26.8,11.4,274.9,1008.1,79.4,3,195.7,16.9,8,,2021-07-25T06:13:13,2021-07-25T18:57:48,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-07-26,80.6,75,77.4,87.1,75,78.6,74.7,91.6,2.756,100,16.67,rain,0,0,19.2,6.9,269.6,1008.9,90.4,2.3,68,5.8,3,,2021-07-26T06:13:27,2021-07-26T18:57:34,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-07-27,84.2,75.2,79,92.5,75.2,81.5,74.9,87.6,0.433,100,12.5,rain,0,0,25.9,11.4,252.4,1008.5,75.5,3.2,177.5,15.4,7,,2021-07-27T06:13:40,2021-07-27T18:57:19,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-07-28,84.2,76.8,80.3,94.2,76.8,84.6,75.2,84.9,0,0,0,,0,0,23.9,10.3,251.6,1009.1,66.6,3.1,154.2,13.3,6,,2021-07-28T06:13:54,2021-07-28T18:57:03,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-07-29,84.2,76.4,80.1,94.2,76.4,83.5,75.7,86.6,0.52,100,12.5,rain,0,0,26.6,13.9,253.3,1010,80.3,3.4,151.3,13.1,7,,2021-07-29T06:14:07,2021-07-29T18:56:47,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,remote,43285099999"
Dakshina Kannada,2021-07-30,84.3,77,80.6,92.5,77,84.7,74.8,82.8,0,0,0,,0,0,28.6,13.9,269.7,1010.5,59.9,3.5,168.6,14.6,7,,2021-07-30T06:14:19,2021-07-30T18:56:29,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-07-31,86,77,80.6,95.2,77,84.6,75,83.5,0.323,100,12.5,rain,0,0,34.9,13.9,281.6,1010.8,58.5,3.4,186.6,16.1,7,,2021-07-31T06:14:32,2021-07-31T18:56:11,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-08-01,84.2,77,80.8,92.5,77,84.8,74.8,82.3,0.008,100,4.17,rain,0,0,28.9,11.4,274.6,1010,68.5,3.7,193.4,16.7,8,,2021-08-01T06:14:44,2021-08-01T18:55:52,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-08-02,84.2,75.5,80.2,92.5,75.5,84,74.7,83.7,0.819,100,12.5,rain,0,0,25.9,11.4,273.9,1009.9,85.1,3.7,175.3,15.2,7,,2021-08-02T06:14:55,2021-08-02T18:55:32,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-08-03,82.4,75,77.6,89.5,75,79.1,74,88.8,0.708,100,16.67,rain,0,0,27.7,10.3,275.3,1011.3,92.4,3.5,165.7,14.3,7,,2021-08-03T06:15:07,2021-08-03T18:55:11,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-08-04,80.9,73.4,77.2,87.5,73.4,78,74.2,90.4,1.181,100,16.67,rain,0,0,32,11.4,258.3,1011.7,91.3,2.8,170.1,14.8,7,,2021-08-04T06:15:18,2021-08-04T18:54:49,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-08-05,82.5,75.2,79,92.4,75.2,81.2,75.9,90.1,0.157,100,4.17,rain,0,0,32.9,11.4,270.5,1009.5,91.8,3.4,169.8,14.6,6,,2021-08-05T06:15:28,2021-08-05T18:54:27,0.89,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"VOML,43284099999,43285099999"
Dakshina Kannada,2021-08-06,82.4,75.2,79.1,90.9,75.2,82,75.1,87.8,1.141,100,16.67,rain,0,0,30.2,11.4,279.3,1008,92.1,3.3,150,13.1,7,,2021-08-06T06:15:38,2021-08-06T18:54:03,0.93,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOML,43260099999,43284099999,43287099999,43285099999"
Dakshina Kannada,2021-08-07,80.6,75.2,77.2,86.9,75.2,77.7,74.4,91.4,1.496,100,12.5,rain,0,0,23.7,9.2,305,1008.4,90.6,2.8,139,12,5,,2021-08-07T06:15:48,2021-08-07T18:53:39,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-08-08,84.3,75.2,78.6,92.5,75.2,81,74.4,87.4,0.134,100,8.33,rain,0,0,17.7,10.3,244.7,1008.9,77.5,3.1,150.8,13,6,,2021-08-08T06:15:58,2021-08-08T18:53:14,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-08-09,82.4,75.2,78.9,89.5,75.2,81.4,74.4,86.4,0,0,0,,0,0,16.8,8.1,238,1010,82.2,3.6,175,15.2,6,,2021-08-09T06:16:07,2021-08-09T18:52:48,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-08-10,84.2,76.7,79.3,92.5,76.7,81.5,74.8,86.5,0.59,100,12.5,rain,0,0,17.2,5.8,293.1,1010.1,87.2,3.1,98.5,8.4,4,,2021-08-10T06:16:15,2021-08-10T18:52:22,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOML,43260099999,43284099999,remote,43285099999"
Dakshina Kannada,2021-08-11,82.4,73.7,77.9,89.5,73.7,79.8,74.5,89.4,0.591,100,8.33,rain,0,0,23.3,6.9,297,1010.2,93.1,2.5,170.3,14.6,6,,2021-08-11T06:16:23,2021-08-11T18:51:55,0.1,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"VOML,43260099999,43284099999,43285099999"
Dakshina Kannada,2021-08-12,82.4,73.4,77.9,89.5,73.4,80,73.3,86,0.354,100,8.33,rain,0,0,22.6,5.8,338,1011.1,90.3,3.2,117,10.2,5,,2021-08-12T06:16:31,2021-08-12T18:51:27,0.13,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"VOML,43284099999,43285099999"
